user_id,motivation_type,frequency_tier,openness,conscientiousness,extraversion,agreeableness,neuroticism,hardiness,confidence,locus_of_control,fa_score,fb_score,preferred_session_duration,organizing_openness,leadership_inclination,max_travel_distance,weekly_activity_target,pushes_through_discomfort,preferred_group_size,acquaintance_preference,enjoys_meeting_new_people,activity_vs_social,motivated_by_competition,planning_horizon,feels_like_burden,age,gender,latitude,longitude,geo_cluster,user_cluster,preferred_activities,preferred_skills,availability_days,availability_times,participation_groups
98,competitive,occasional,0.5454,0.9055,0.5179,0.4443,0.3979,0.7096,0.509,0.559,0.8085,0.4987,63,1,3,31,6,5,7,2,2,4,4,5,3,28,2,45.783155,16.063146,2,1,27,0,"0,1,2,3,4,6","0,1,2,3","1,2,3"
99,unmotivated,sparse,0.5124,0.122,0.1624,0.5994,0.7065,0.2957,0.6076,0.1795,0.127,0.3107,85,0,2,11,2,2,2,1,2,1,3,1,4,36,0,45.797384,15.889794,4,2,"5,28,1,30","1,3,2,3","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
100,unmotivated,regular,0.1788,0.3683,0.2283,0.8651,0.7808,0.375,0.7199,0.8244,0.29,0.4606,74,0,2,12,3,3,4,1,1,1,5,2,5,19,0,45.827373,15.892694,4,2,"4,15","2,3","0,2,5","0,2,3","0,1,2"
101,social,frequent,0.3815,0.4255,0.751,0.4929,0.4861,0.6277,0.5314,0.9437,0.4754,0.5924,107,2,4,20,3,3,9,2,4,4,4,3,3,45,1,45.749918,15.967456,3,2,6,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
102,casual_recreational,regular,0.6993,0.1658,0.644,0.5248,0.2984,0.6989,0.4729,0.3291,0.465,0.5454,111,1,4,38,3,2,7,3,3,5,3,2,2,35,1,45.809835,15.997214,0,2,16,0,"0,1,2,3,5,6","0,1,2,3","2,3"
103,unmotivated,occasional,0.4166,0.1669,0.3681,0.5443,0.5406,0.326,0.79,0.2459,0.3476,0.4358,114,1,3,16,2,2,3,2,1,1,3,2,2,47,3,45.743018,15.982159,3,2,"16,1,20,18","2,2,3,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
104,social,regular,0.5953,0.405,0.9119,0.9446,0.8602,0.3352,0.3938,0.5432,0.3583,0.6702,102,2,5,3,3,3,10,0,5,4,3,2,4,35,1,45.767323,16.046836,2,2,"23,26","2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
105,social,occasional,0.5942,0.5012,0.9672,0.8112,0.2023,0.2113,0.644,0.627,0.5627,0.8953,65,2,5,27,5,2,10,3,5,5,3,2,2,23,3,45.801136,16.052567,2,1,12,0,"2,3,4,5","0,1,2,3","2,3"
106,casual_recreational,occasional,0.771,0.5795,0.5498,0.4372,0.4848,0.3978,0.7903,0.7801,0.4842,0.4584,100,1,3,12,4,3,6,2,4,3,3,3,3,39,1,45.811154,15.975222,0,2,"20,12,11","1,3,2","0,2,3,6","0,1,2,3","1,2"
107,casual_recreational,regular,0.6288,0.789,0.6175,0.9133,0.6131,0.9142,0.1782,0.3498,0.6984,0.6765,92,1,4,30,6,5,7,2,3,3,3,4,3,57,3,45.758994,15.98855,3,0,"28,11,9,29","2,2,0,3","0,1,2,4,5","0,1,2,3","2,3"
108,competitive,frequent,0.4326,0.7091,0.6813,0.4464,0.118,0.8141,0.771,0.5697,0.7665,0.6758,63,2,3,50,5,4,10,3,4,5,2,3,1,38,3,45.811418,16.044392,2,0,14,2,"0,1,2,3,4,5,6","0,1,2,3","2,3"
109,unmotivated,sparse,0.348,0.0039,0.1666,0.4925,0.5646,0.2999,0.3628,0.6745,0.2307,0.3252,115,0,2,16,1,2,2,1,2,1,3,2,3,25,2,45.786608,16.033596,2,2,11,1,"2,5,6","0,2,3","0,1,2"
110,casual_recreational,occasional,0.9021,0.482,0.2741,0.8983,0.3169,0.6783,0.6114,0.357,0.5066,0.6325,93,0,1,22,5,3,2,2,3,2,2,3,2,55,1,45.851801,15.949352,1,1,15,3,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
111,casual_recreational,sparse,0.8496,0.5758,0.8065,0.5268,0.1386,0.4881,0.3689,0.678,0.5606,0.764,78,2,3,36,5,3,8,3,4,4,2,4,1,20,2,45.789019,16.039809,2,1,19,1,"0,1,2,3,4","0,1,2,3","2,3"
112,casual_recreational,occasional,0.8956,0.5167,0.6791,0.548,0.3002,0.7545,0.6437,0.3693,0.5255,0.6366,93,2,4,35,4,3,8,3,4,4,4,3,2,20,2,45.82325,15.965678,0,1,"9,17,27","0,1,1","0,1,5,6","0,1,2,3","2,3"
113,social,frequent,0.413,0.2977,0.7709,0.8292,0.3352,0.3749,0.3751,0.5707,0.3827,0.8512,101,2,4,19,3,2,7,3,3,4,3,2,3,40,3,45.856791,15.958587,1,2,"14,21","0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
114,casual_recreational,sparse,0.7877,0.3526,0.8317,0.3874,0.3296,0.868,0.4673,0.5442,0.5701,0.7389,121,2,4,39,4,3,8,3,4,5,3,3,2,57,0,45.827622,15.97385,0,1,28,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
115,unmotivated,sparse,0.2498,0.4939,0.2211,0.7597,0.7948,0.1222,0.7293,0.7463,0.3293,0.4014,79,0,2,16,4,2,4,1,2,1,5,4,5,48,3,45.80496,15.88656,4,2,"4,20","3,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
116,social,frequent,0.9017,0.4834,0.3373,0.4244,0.2607,0.4192,0.6797,0.7264,0.5177,0.5058,73,0,3,26,4,3,5,3,3,2,3,4,2,57,2,45.742753,15.985245,3,1,"9,2,14,12","0,2,3,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
117,social,regular,0.875,0.2818,0.8805,0.8887,0.2243,0.7702,0.7924,0.4659,0.4404,0.8617,114,2,4,39,3,3,9,3,4,5,3,3,2,17,3,45.814186,15.9488,0,2,9,3,"0,1,2,3,4,5,6","0,1,2,3","0,2,3"
118,casual_recreational,occasional,0.875,0.5694,0.4709,0.3912,0.1903,0.6435,0.5625,0.3885,0.6912,0.5272,92,1,3,36,4,4,4,3,2,3,2,3,1,60,3,45.809511,15.978553,0,0,"21,17,15,28","1,2,0,3","0,1,3,4,5,6","0,1,2,3","1,2"
119,social,occasional,0.6509,0.5096,0.894,0.4767,0.2622,0.5816,0.6971,0.4145,0.5808,0.751,76,2,4,28,4,3,10,2,5,4,3,3,1,64,3,45.737096,15.979854,3,1,15,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
120,social,sparse,0.6314,0.4334,0.8695,0.906,0.6565,0.6662,0.5198,0.6274,0.4326,0.7774,93,2,5,23,4,3,10,1,4,3,4,3,3,64,1,45.849412,15.956794,1,2,"29,30,20","0,1,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
121,social,occasional,0.3923,0.1848,0.9068,0.705,0.0575,0.427,0.6582,0.1685,0.3301,0.9261,109,2,5,35,2,2,10,4,5,4,2,2,1,56,0,45.854349,15.957846,1,2,"13,30","2,3","0,3,5,6","0,1,2,3","2,3"
122,competitive,occasional,0.3631,0.7529,0.3142,0.1117,0.3961,0.678,0.2736,0.356,0.7196,0.3268,54,0,2,31,6,4,4,4,2,2,2,4,3,39,2,45.806538,16.022468,2,1,"5,13,30","1,2,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
123,casual_recreational,sparse,0.8594,0.6568,0.5538,0.2889,0.3052,0.6887,0.6409,0.5229,0.6193,0.5655,86,1,3,43,5,4,6,3,3,5,3,4,3,53,2,45.818572,15.887177,4,0,"7,19,2","0,0,2","4,5,6","0,2,3",2
124,competitive,occasional,0.7698,0.7688,0.7556,0.8526,0.2989,0.6152,0.5198,0.3982,0.6254,0.7597,61,2,3,33,5,4,8,2,4,4,2,4,2,17,3,45.746385,15.972319,3,0,"3,1,19,10","3,3,3,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
125,casual_recreational,occasional,0.8051,0.3088,0.4995,0.4589,0.6327,0.6708,0.8605,0.6212,0.4724,0.4528,67,1,2,12,3,3,6,1,3,5,4,3,3,33,2,45.789513,16.040358,2,2,"28,17,19,24","2,2,0,3","0,1,2,3,4,5,6","0,1,2,3","1,2"
126,casual_recreational,sparse,0.8371,0.466,0.665,0.6798,0.1742,0.7129,0.7884,0.3336,0.6794,0.6967,91,2,3,41,4,3,8,3,5,3,4,3,2,38,3,45.756547,15.977571,3,0,14,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
127,competitive,frequent,0.2906,0.5761,0.4179,0.5137,0.1011,0.9077,0.8032,0.5408,0.73,0.6399,88,1,3,41,5,4,5,3,4,2,5,3,2,17,1,45.849999,15.951316,1,0,"24,30,25,28","3,1,3,3","0,1,3,4,5,6","0,1,2,3","1,2"
128,competitive,occasional,0.8206,0.8903,0.1946,0.4621,0.3643,0.6998,0.4648,0.648,0.7859,0.3276,65,0,1,27,6,4,4,2,2,2,3,5,2,58,3,45.824141,15.98033,0,1,"27,11,7,22","1,2,2,3","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
129,social,regular,0.675,0.6445,0.91,0.7979,0.5434,0.6632,0.5728,0.3479,0.6256,0.7075,111,2,5,14,5,4,9,2,5,4,2,4,4,43,2,45.778002,16.035451,2,0,16,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
130,casual_recreational,regular,0.7735,0.3623,0.6,0.7714,0.5415,0.4262,0.9041,0.6265,0.438,0.682,114,1,3,14,4,2,8,1,3,3,5,2,2,63,2,45.85914,15.952862,1,2,"23,3,27,9","0,1,2,3","0,1,3,4,6","0,1,2,3","2,3"
131,unmotivated,sparse,0.3805,0.1144,0.3047,0.7659,0.7022,0.2995,0.8817,0.5802,0.2202,0.4871,101,0,3,22,2,2,4,1,2,4,4,2,3,19,0,45.761016,15.982191,3,2,"28,18","0,1","0,1,2,4,5,6","0,1,2,3","0,1,2"
132,social,regular,0.4681,0.3319,0.7348,0.4938,0.3748,0.6309,0.5329,0.5784,0.47,0.6073,116,2,4,36,2,3,7,3,4,3,4,2,3,31,3,45.813168,15.882637,4,2,"30,28","1,3","1,2,3,4,6","0,1,2,3","2,3"
133,casual_recreational,regular,0.6141,0.5744,0.3506,0.7842,0.6165,0.6127,0.7246,0.2722,0.5503,0.4853,65,1,2,22,4,4,3,2,3,2,3,3,4,31,3,45.798797,15.975053,0,1,"28,15,4,24","0,1,1,0","0,1,2,3,4,5,6","0,1,2,3","1,2"
134,social,regular,0.4196,0.1031,0.8553,0.8874,0.387,0.4312,0.2961,0.6248,0.2934,0.7182,80,2,4,17,2,2,10,2,4,4,3,2,2,54,1,45.808669,15.865698,4,2,"17,23,20","0,0,1","1,3,6","0,1,2","2,3"
135,competitive,occasional,0.4616,0.723,0.5132,0.6689,0.4447,0.6277,0.4042,0.5518,0.6939,0.6045,73,1,3,28,5,4,4,2,3,2,3,3,3,27,1,45.805383,16.052089,2,0,"9,24,0","3,3,2","1,2,4,6","0,1,2,3","1,2"
136,unmotivated,occasional,0.1923,0.3412,0.3152,0.7087,0.8026,0.1027,0.705,0.4398,0.2474,0.3639,73,0,3,3,3,2,4,0,2,2,3,3,3,53,0,45.74423,15.978804,3,2,"19,29","3,3","0,1,2,4,5,6","0,1,2,3","0,1,2"
137,casual_recreational,occasional,0.6773,0.7565,0.5937,0.4463,0.57,0.5686,0.5213,0.7448,0.6772,0.5765,105,1,4,25,5,4,10,2,4,4,3,4,3,45,0,45.782268,16.053078,2,0,"16,18","3,0","2,3,4,6","0,1,2,3","2,3"
138,social,regular,0.2443,0.4684,0.7584,0.7717,0.5402,0.6412,0.9279,0.616,0.514,0.6767,81,2,4,31,4,3,7,0,4,3,3,2,4,59,0,45.73913,15.981808,3,1,"15,24,4,8","1,3,0,3","0,1,3,4,5,6","0,1,2,3","2,3"
139,competitive,sparse,0.6788,0.7875,0.6103,0.6041,0.1617,0.8018,0.8043,0.3679,0.8781,0.6735,119,1,4,35,6,5,8,3,4,4,3,5,2,38,0,45.817261,15.895033,4,0,"25,12,8,1","3,1,1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
140,casual_recreational,sparse,0.8943,0.6334,0.5619,0.46,0.3992,0.8941,0.6019,0.4891,0.7754,0.4908,70,1,4,26,5,4,5,2,3,4,3,4,3,34,0,45.862678,15.958519,1,1,7,3,"0,1,2,3,4,5,6","0,1,2,3",2
141,casual_recreational,regular,0.6126,0.5466,0.5457,0.535,0.2552,0.794,0.6552,0.9261,0.7011,0.5908,99,1,3,37,4,4,5,4,4,3,4,3,3,35,3,45.821203,15.962169,0,0,4,1,"0,1,2,3,4,5,6","0,1,2,3","1,2"
142,unmotivated,sparse,0.4346,0.0251,0.118,0.7564,0.6275,0.2478,0.262,0.6218,0.1336,0.3733,95,0,1,22,1,2,3,1,1,2,3,1,3,20,3,45.868214,15.941253,1,2,21,1,"3,4,6","0,2,3","0,1,2"
143,social,occasional,0.4821,0.4069,0.8727,0.3001,0.5696,0.261,0.7615,0.4391,0.4364,0.6284,100,2,4,2,3,2,10,1,4,3,4,3,4,56,1,45.784243,16.065617,2,2,15,3,"0,1,2,3,4,5,6","0,1,2,3","2,3"
144,casual_recreational,occasional,0.6642,0.673,0.5918,0.4564,0.4817,0.5567,0.632,0.6697,0.6622,0.5694,77,1,3,25,6,4,6,3,3,2,4,4,3,17,3,45.796748,15.894009,4,0,"7,18,24,6","3,3,0,1","0,1,2,3,4,5,6","0,1,2,3",2
145,casual_recreational,regular,0.6868,0.3429,0.4287,0.4483,0.5512,0.6409,0.6501,0.647,0.5144,0.3852,49,1,4,30,4,3,4,2,3,3,4,3,3,61,1,45.810749,15.873815,4,1,"29,26,20,4","3,3,2,0","0,1,2,3,4,5,6","0,1,2,3","1,2"
146,casual_recreational,sparse,0.957,0.7775,0.6141,0.6728,0.3504,0.7942,0.6116,0.7893,0.7304,0.6281,69,1,3,31,7,4,7,2,3,4,4,4,2,50,1,45.800888,16.043905,2,0,22,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
147,casual_recreational,sparse,0.7835,0.6324,0.6558,0.8719,0.3961,0.479,0.6658,0.8421,0.5871,0.7275,104,2,4,27,5,3,8,3,3,2,5,4,2,50,0,45.828171,15.982854,0,1,3,1,"0,1,2,3,4,5","0,1,2,3","2,3"
148,casual_recreational,occasional,0.6782,0.699,0.701,0.8588,0.352,0.6251,0.5053,0.6744,0.7154,0.7909,86,2,4,30,5,4,8,3,3,3,3,4,2,60,3,45.747358,15.962586,3,0,"8,14,27,24","1,0,2,3","1,2,4","0,2,3","2,3"
149,competitive,regular,0.6145,0.8549,0.5858,0.3005,0.3617,0.8038,0.5381,0.3791,0.7836,0.4091,71,1,3,37,6,4,8,3,3,4,3,5,3,33,1,45.761105,15.961678,3,1,"4,6,13,18","3,1,2,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
150,social,regular,0.6158,0.3676,0.8866,0.8085,0.1658,0.754,0.8041,0.8029,0.5515,0.9273,104,2,4,40,2,3,9,4,3,5,4,3,2,33,3,45.860259,15.942882,1,1,"28,8,26","1,1,1","0,1,2,3,4,5","0,1,2,3","2,3"
151,unmotivated,occasional,0.4535,0.4728,0.1247,0.7224,0.9256,0.0744,0.4106,0.6394,0.3507,0.2961,76,0,1,15,3,2,3,0,2,2,2,3,5,55,3,45.840134,15.958732,1,2,"26,15,9","0,1,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
152,competitive,sparse,0.8297,0.5975,0.8132,0.3473,0.3794,0.722,0.7452,0.407,0.6062,0.7046,82,2,4,29,4,3,9,2,4,5,3,3,2,46,2,45.859225,15.942697,1,0,"15,5,7,0","2,2,1,0","1,5,6","1,2,3","2,3"
153,social,occasional,0.4628,0.1823,0.6286,0.9338,0.5737,0.372,0.8829,0.6621,0.341,0.6809,110,1,4,17,2,2,7,1,4,3,4,2,3,36,3,45.74553,15.979877,3,2,"28,19,21,8","0,0,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
154,competitive,regular,0.6476,0.8434,0.7068,0.1961,0.3738,0.7391,0.4439,0.3444,0.7461,0.5403,61,2,4,33,6,4,9,3,5,3,3,4,3,19,2,45.853688,15.956357,1,0,"17,29,14,15","3,2,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
155,social,occasional,0.6285,0.233,0.9475,0.7584,0.8085,0.6166,0.346,0.392,0.2889,0.6788,103,2,5,16,2,3,10,1,5,5,3,2,4,40,2,45.828724,15.986713,0,2,"15,0","0,1","0,2,3,6","0,1,2,3","2,3"
156,casual_recreational,occasional,0.5685,0.3799,0.7145,0.7509,0.256,0.5183,0.683,0.4945,0.4754,0.7442,95,2,4,37,3,3,7,3,5,5,3,3,2,34,3,45.781998,16.030365,2,2,"0,26","1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
157,social,frequent,0.5825,0.4199,0.9085,0.9744,0.6381,0.5555,0.8682,0.661,0.5342,0.7995,103,2,4,14,4,3,9,2,5,4,4,3,4,49,0,45.803265,15.978336,0,1,"19,12","0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
158,social,occasional,0.7465,0.1398,0.9375,0.8183,0.3091,0.4806,0.768,0.7343,0.3517,0.8342,117,2,4,27,1,2,10,3,5,5,4,2,2,59,2,45.844871,15.950262,1,2,"6,0","3,2","1,2,3,4,5,6","0,1,2,3","2,3"
159,social,regular,0.6526,0.2991,0.8515,0.8541,0.0767,0.6079,0.8113,0.6038,0.5908,0.9167,114,2,4,38,3,2,8,4,5,5,3,2,2,48,1,45.771497,15.970885,3,1,"30,12","1,0","0,2,3,4,5,6","0,1,2,3","2,3"
160,competitive,occasional,0.6087,0.9687,0.6298,0.1098,0.4468,0.7565,0.4828,0.5965,0.7684,0.3977,86,1,4,23,7,5,8,2,5,3,4,5,3,36,2,45.818676,15.879316,4,1,24,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
161,unmotivated,sparse,0.2179,0.3482,0.2139,0.6004,0.8231,0.2555,0.7322,0.7774,0.349,0.2698,50,0,2,8,3,3,4,1,1,3,4,3,5,33,2,45.793475,16.049277,2,2,"7,16,22,1","2,3,1,1","0,2,3,4,5","0,1,2,3","0,1,2"
162,casual_recreational,occasional,0.9573,0.4408,0.374,0.6967,0.2542,0.7895,0.3468,0.5783,0.646,0.5805,112,1,3,34,4,3,6,2,2,4,3,3,2,60,0,45.813419,15.963901,0,0,9,1,"0,1,2,3,4,5,6","0,1,2,3","1,2"
163,competitive,regular,0.6586,0.5217,0.5686,0.5364,0.3987,0.8118,0.3072,0.7809,0.6807,0.505,78,1,3,31,4,3,6,2,3,5,3,3,3,22,0,45.744239,15.97062,3,0,"10,18,8,15","1,0,0,3","0,1,2,3,4,5,6","0,1,2,3",2
164,social,occasional,0.7717,0.0944,0.9873,0.9084,0.4289,0.5456,0.3846,0.8576,0.2209,0.8154,99,2,5,29,1,2,10,2,5,4,4,1,3,45,1,45.809723,15.890987,4,2,"24,2,12","3,1,3","0,3,4,6","0,1,2,3","2,3"
165,casual_recreational,frequent,0.7471,0.9066,0.6673,0.7386,0.388,0.9098,0.5928,0.6629,0.8288,0.6516,72,2,4,28,6,4,8,3,4,2,3,4,2,29,2,45.791244,16.043493,2,0,"0,13","2,1","0,1,2","1,2,3","2,3"
166,social,frequent,0.3714,0.3461,0.7352,0.908,0.5291,0.5601,0.3724,0.6653,0.3996,0.7313,71,2,3,10,3,3,8,2,4,3,2,2,3,26,1,45.796446,16.035413,2,2,8,0,"0,3,4,5,6","0,1,2,3","2,3"
167,social,frequent,0.7254,0.2085,0.8117,0.711,0.6192,0.7514,0.4731,0.5844,0.4691,0.6559,104,2,4,11,2,3,9,1,4,5,4,2,4,61,2,45.747383,15.962028,3,2,"18,26","2,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
168,casual_recreational,regular,0.5715,0.123,0.4823,0.8202,0.3447,0.5829,0.5839,0.6591,0.4238,0.682,93,1,3,32,2,2,6,3,3,3,4,1,2,20,3,45.754955,15.978403,3,2,0,3,"0,1,2,3,4,5","0,1,2,3","1,2"
169,unmotivated,sparse,0.2369,0.3294,0.489,0.7881,0.7102,0.5036,0.6499,0.4739,0.4043,0.4447,88,1,3,8,3,3,7,0,3,3,4,2,4,57,0,45.84472,15.956846,1,2,18,2,"1,2,4,5,6","0,1,2,3","1,2,3"
170,casual_recreational,occasional,0.7577,0.1136,0.2476,0.6484,0.158,0.4507,0.7765,0.7022,0.3235,0.479,79,0,1,33,3,2,4,3,1,3,4,1,2,39,1,45.786323,16.045128,2,2,13,3,"0,2,5,6","0,1,2,3","0,1,2"
171,casual_recreational,occasional,0.8746,0.582,0.511,0.4289,0.2901,0.4546,0.6387,0.5427,0.6141,0.5071,63,1,3,29,4,3,8,3,3,2,4,3,2,49,0,45.752992,15.978744,3,0,10,2,"0,2,3,5,6","0,1,2,3","1,2,3"
172,casual_recreational,regular,0.6233,0.6558,0.2615,0.9626,0.2593,0.6475,0.7449,0.5146,0.6407,0.572,76,0,2,36,5,4,4,3,2,1,4,4,3,38,1,45.753483,15.969078,3,0,"5,12,1,2","1,1,0,3","0,2,3,4,5,6","0,1,2,3","0,1,2"
173,unmotivated,sparse,0.293,0.2738,0.301,0.5542,0.4817,0.2592,0.7284,0.445,0.2864,0.3462,59,0,2,17,2,2,4,1,2,2,3,3,2,33,0,45.796744,16.05308,2,2,16,3,"0,2,4,6","0,1,2,3","0,1,2"
174,casual_recreational,sparse,0.8817,0.713,0.3043,0.6776,0.0903,0.4181,0.4846,0.618,0.6968,0.6176,68,0,2,37,5,3,5,3,2,2,4,4,2,27,1,45.814279,15.980468,0,0,"21,24,14,17","0,2,1,1","1,2,3,5","0,1,2,3","0,1,2"
175,competitive,regular,0.3187,0.7513,0.3458,0.4783,0.3091,0.8046,0.3587,0.7021,0.7232,0.4862,90,0,3,22,6,4,4,3,2,2,2,3,2,33,2,45.826056,15.958486,0,1,"30,2","2,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
176,casual_recreational,sparse,0.7271,0.3577,0.6291,0.6952,0.4617,0.8701,0.4572,0.5852,0.5656,0.6841,116,1,4,35,3,3,6,2,5,4,3,3,3,33,0,45.750662,15.990074,3,1,"18,10","3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
177,unmotivated,occasional,0.6279,0.683,0.3775,0.5561,0.6199,0.1143,0.7698,0.6522,0.4297,0.4762,78,1,2,21,4,4,4,1,2,5,3,4,3,24,0,45.787561,16.049676,2,2,"2,5,21","0,3,1","3,4,5,6","0,1,2,3","0,1,2"
178,unmotivated,sparse,0.7313,0.4151,0.7756,0.6384,0.8275,0.0662,0.6998,0.3268,0.2591,0.6795,94,2,4,2,4,2,8,2,4,4,3,2,4,45,0,45.745645,15.985897,3,2,"17,7,8,24","1,1,3,3","1,2,4,5","0,1,2,3","2,3"
179,social,regular,0.392,0.4152,0.7639,0.8552,0.5542,0.5001,0.2431,0.4941,0.4789,0.6544,79,2,4,23,2,3,9,2,3,5,3,3,3,56,1,45.760923,15.978561,3,2,0,2,"0,2,4,6","0,1,2,3","2,3"
180,unmotivated,occasional,0.6008,0.3603,0.0978,0.6868,0.5965,0.2069,0.1811,0.6902,0.2895,0.3417,106,0,1,13,3,2,2,1,1,1,2,2,4,32,2,45.815132,15.986082,0,2,"15,23","0,2","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
181,unmotivated,occasional,0.4398,0.0648,0.5727,0.3882,0.7972,0.4802,0.4793,0.7664,0.1894,0.3829,103,1,3,15,1,2,7,0,2,2,3,1,4,26,0,45.789152,16.044202,2,2,"18,4,20,12","1,3,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
182,casual_recreational,sparse,0.6015,0.5779,0.4328,0.7638,0.3456,0.5234,0.265,0.4833,0.5321,0.5846,40,1,3,25,3,3,6,2,3,4,2,3,2,49,3,45.841591,15.958155,1,1,"4,30,20","2,2,0","0,3,5","0,2,3","1,2"
183,casual_recreational,sparse,0.7905,0.639,0.598,0.6273,0.4953,0.1818,0.7464,0.601,0.5251,0.6626,68,1,4,14,5,3,6,3,3,3,4,4,3,39,0,45.808793,15.976745,0,1,"12,1,10,7","0,2,0,3","1,2,3,4,5,6","0,1,2,3",2
184,social,sparse,0.5208,0.3861,0.8199,0.7141,0.4272,0.4564,0.402,0.5876,0.3621,0.6507,116,2,3,29,3,3,8,3,4,4,2,3,2,46,1,45.814134,15.966864,0,2,"10,16,22,18","2,0,1,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
185,social,sparse,0.6204,0.2588,0.7564,0.614,0.458,0.2797,0.6419,0.5706,0.3547,0.6655,102,2,4,23,3,2,8,3,4,5,4,2,2,59,3,45.795485,16.041175,2,2,3,2,"1,3,4,5","0,1,2,3","2,3"
186,casual_recreational,occasional,0.9556,0.5251,0.3789,0.8184,0.4775,0.4196,0.4674,0.3843,0.5566,0.5155,73,1,2,30,4,3,7,2,2,2,2,3,2,42,1,45.813845,15.883602,4,1,"2,30,4,23","3,1,3,3","0,2,3,6","0,1,2,3","1,2,3"
187,competitive,regular,0.8048,0.8783,0.6702,0.3556,0.5686,0.7359,0.4535,0.6816,0.7454,0.471,86,2,4,18,6,4,8,2,4,4,4,5,3,55,0,45.821977,15.888992,4,1,"7,17,28","3,3,0","1,2,5,6","0,1,2,3","2,3"
188,social,occasional,0.3611,0.5071,0.7947,0.9438,0.14,0.663,0.5014,0.5328,0.7104,0.8731,91,2,4,38,4,3,9,3,5,3,3,3,2,56,3,45.789448,16.050337,2,0,24,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
189,casual_recreational,sparse,0.7643,0.139,0.2656,0.7302,0.5362,0.3803,0.6302,0.9189,0.2436,0.4426,113,0,2,22,2,2,5,1,2,1,4,1,3,58,0,45.752151,15.992356,3,2,"9,6,26","3,0,1","0,1,3,4,5,6","0,1,2,3","0,1,2"
190,unmotivated,occasional,0.4827,0.3429,0.2752,0.5387,0.9628,0.2842,0.3759,0.3811,0.1984,0.2874,62,0,2,8,3,2,5,1,1,4,2,2,5,37,1,45.852094,15.950125,1,2,"18,25","2,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
191,casual_recreational,sparse,0.6207,0.6179,0.4392,0.6458,0.1968,0.5015,0.3697,0.4798,0.5548,0.6854,85,1,2,26,4,3,7,4,2,1,2,4,1,49,3,45.797155,16.044965,2,1,11,2,"0,1,3,5,6","0,1,2,3","1,2,3"
192,competitive,regular,0.5952,0.7007,0.6388,0.4042,0.5498,0.7017,0.703,0.78,0.6393,0.4451,102,1,5,17,5,5,6,2,3,4,4,3,3,61,2,45.742577,15.970706,3,1,"13,27,26,9","1,3,2,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
193,social,regular,0.8023,0.7504,0.6631,0.4737,0.2881,0.3712,0.4843,0.5865,0.5981,0.5809,73,2,3,33,6,3,8,3,4,4,3,4,3,54,0,45.817258,15.890411,4,1,"14,29,0,27","1,0,3,1","0,1,3,4,5,6","0,1,2,3","2,3"
194,casual_recreational,sparse,0.7692,0.3799,0.6235,0.7573,0.2009,0.462,0.6248,0.6903,0.4776,0.7383,95,1,4,30,4,2,7,3,4,5,3,3,1,47,0,45.853872,15.952603,1,2,"4,17","1,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
195,casual_recreational,regular,0.7979,0.3596,0.6905,0.8025,0.552,0.3047,0.8093,0.1235,0.3773,0.6398,84,2,4,25,3,3,9,1,4,3,3,2,4,22,2,45.828495,15.980255,0,2,"23,30,4,16","1,2,3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
